artist,album,title,duration,playcount,rating,rating_interpretation
"Hadouken!","Every Weekend","Levitate","4:46","4","5","thumbs-up"
"Twelve Foot Ninja","Silent Machine","Liberation","3:15","6","undefined","never-rated"
"Breed 77","In My Blood (En Mi Sangre)","Libertad","5:59","1","0","not-rated"
"Adam Monroe","Illusions Fade","Lie In The Sky (Hollywood Sessions))","4:47","1","0","not-rated"
"AWOLNATION","Run","Lie Love Live Love","4:41","11","0","not-rated"
"Marina & The Diamonds","Electra Heart","Lies","3:47","8","4",""
"Linkin Park","Living Things","Lies Greed Misery","2:27","5","0","not-rated"
"LINKIN PARK","RECHARGED","LIES GREED MISERY (Dirtyphonics Remix)","4:50","1","0","not-rated"
"Gary Clark Jr.","Blak And Blu","The Life","5:05","7","0","not-rated"
"The Rasmus","Hell Of A Collection","Life 705","5:44","1","0","not-rated"
"The Dear Hunter","Act III: Life And Death","Life And Death","5:45","24","5","thumbs-up"
"Dizzee Rascal","The Fifth","Life Keeps Moving On","3:58","1","0","not-rated"
"Puscifer","Money Shot","The Life of Brian (Apparently You Haven't Seen)","4:39","","0","not-rated"
"Aloe Blacc","Good Things","Life So Hard","4:14","6","5","thumbs-up"
"Killswitch Engage","The End Of Heartache [Disc 2]","Life to Lifeless [Live]","3:23","1","0","not-rated"
"Bliss n Eso","Circus In The Sky","E  Life's Midnight","4:02","10","0","not-rated"
"Good Charlotte","The Young and the Hopeless","Lifestyles of the Rich & Famous","3:11","3","5","thumbs-up"
"Oneohtrix Point Never","Garden of Delete","Lift","4:09","","undefined","never-rated"
"Thousand Foot Krutch","Set It Off","Lift It","3:57","1","0","not-rated"
"Thousand Foot Krutch","That's What People Do","Lift It","4:28","2","0","not-rated"
"Aloe Blacc","Lift Your Spirit","Lift Your Spirit","3:27","8","5","thumbs-up"
"Periphery","Periphery","Light","5:50","","undefined","never-rated"
"Selah Sue","Reason","The Light","3:45","13","0","not-rated"
"Coheed & Cambria","In Keeping Secrets Of Silent Earth: 3","The Light & The Glass","9:24","7","5","thumbs-up"
"Major Lazer","Peace Is The Mission","Light It Up (feat. Nyla)","3:18","6","undefined","never-rated"
"LINKIN PARK x STEVE AOKI","RECHARGED","A LIGHT THAT NEVER COMES","3:49","12","5","thumbs-up"
"LINKIN PARK","RECHARGED","A LIGHT THAT NEVER COMES (Rick Rubin Reboot)","4:40","1","0","not-rated"
"Bliss","No One Built This Moment","Light To Your Life (Feat. Sophie Barker)","5:23","","undefined","never-rated"
"Faith No More","The Very Best Definitive Ultimate Greatest Hits Collection (Digital) [Explicit]","Light Up And Let Go (2009 Remastered) [Explicit]","2:20","1","0","not-rated"
"Nemesea","Uprise","Light Up The Sky","3:44","2","undefined","never-rated"
"Thousand Foot Krutch","The End Is Where We Begin","Light Up The Sky","4:00","25","5","thumbs-up"
"Pearl Jam","Rearviewmirror: Greatest Hits 1991-2003","Light Years","5:10","","undefined","never-rated"
"Steve Angello & Third Party","Until Now","Lights","5:09","1","0","not-rated"
"FKA twigs","LP1","Lights On","4:24","1","undefined","never-rated"
"Queens of the Stone Age","...Like Clockwork","...Like Clockwork","5:25","3","5","thumbs-up"
"The Dear Hunter","Migrant Reprise","Like Crazy","3:56","7","undefined","never-rated"
"Good Charlotte","Cardiology","Like It's Her Birthday","3:31","1","0","not-rated"
"AWOLNATION","Run","E  Like People, Like Plastic","4:31","9","undefined","never-rated"
"Extreme","Pornograffitti","Li'l Jack Horny","4:52","1","0","not-rated"
"The Dear Hunter","The Color Spectrum The Complete Collection","Lillian (Violet)","4:07","52","5","thumbs-up"
"Neil Hilborn","Northbound","Liminality","2:59","1","undefined","never-rated"
"Brand New","The Devil And God Are Raging Inside Me (UK Version)","Limousine","7:42","5","undefined","never-rated"
"The Dear Hunter","Act IV: Rebirth in Reprise","The Line","3:38","7","undefined","never-rated"
"G.L.O.S.S.","DEMO","Lined Lips And Spiked Bats","1:26","1","0","not-rated"
"Rammstein","Mutter","Links 2-3-4","3:37","1","5","thumbs-up"
"Tool","10,000 Days","Lipan Conjuring","1:11","2","1","thumbs-down"
"Newton Faulkner","Rebuilt By Humans","Lipstick Jungle","4:18","7","5","thumbs-up"
"The Rasmus","Hell Of A Collection","Liquid","4:19","1","0","not-rated"
"The Rasmus","Hell Of A Collection","Liquid (Demo)","3:14","1","0","not-rated"
"Hadouken!","Music For An Accelerated Culture","Liquid Lives","2:52","1","0","not-rated"
"Muse","The 2nd Law","Liquid State","3:03","3","0","not-rated"
"Bruno Mars","Doo-Wops & Hooligans","Liquor Store Blues (Feat. Damian Marley)","3:50","2","0","not-rated"
"A.C.T.","Imaginary Friends","Little Beauty","4:19","1","0","not-rated"
"The Black Keys","El Camino","Little Black Submarines","4:12","7","5","thumbs-up"
"Groove Armada","The Best Of","Little By Little","5:30","6","5","thumbs-up"
"Jamiroquai","High Times - Singles 1992-2006","Little L (Remastered for 2006)","3:58","5","5","thumbs-up"
"Mumford & Sons","Sigh No More","Little Lion Man","4:08","3","5","thumbs-up"
"Royal Blood","Royal Blood","Little Monster","3:32","7","5","thumbs-up"
"The Hives","Tyrannosaurus Hives","A Little More For Little You","2:59","2","0","not-rated"
"Queens of the Stone Age","Lullabies To Paralyze","Little Sister","2:55","5","5","thumbs-up"
"Good Charlotte","Good Charlotte","Little Things","3:24","1","1","thumbs-down"
"Anberlin","Vital (Bonus Track Version)","Little Tyrants","3:22","8","0","not-rated"
"3","The End Is Begun (Special Edition)","Live Entertainment","3:28","17","0","not-rated"
"Jason Mraz","We Sing. We Dance. We Steal Things.","Live High","4:15","2","0","not-rated"
"Ill Niño","Till Death, La Familia","Live Like There's No Tomorrow","4:24","2","0","not-rated"
"Plan B","ill Manors","E  Live Once (feat. Kano)","4:31","21","5","thumbs-up"
"The People The Poet","The Narrator","Lives of Your Loves","3:46","2","undefined","never-rated"
"Bon Jovi","Crossroad","Livin' On A Prayer","4:12","4","5","thumbs-up"
"Skindred","Union Black","Living A Lie","4:27","3","0","not-rated"
"Marina & The Diamonds","Electra Heart","Living Dead","4:05","4","0","not-rated"
"Guano Apes","Planet Of The Apes (Best Of)","Living In A Lie","4:34","3","0","not-rated"
"The Offspring","Conspiracy Of One","Living In Chaos","3:28","4","undefined","never-rated"
"Mammal","The Majority","Living In Sin","7:22","1","0","not-rated"
"A.C.T.","Last Epic","A Loaded Situation Surveying Room","3:30","2","0","not-rated"
"Brand New","Your Favorite Weapon (Deluxe Edition)","Logan To Government Center","3:05","2","0","not-rated"
"Brand New","Your Favorite Weapon (Deluxe Edition)","Logan To Government Center (2000 demo)","3:13","1","0","not-rated"
"Brand New","Your Favorite Weapon (Deluxe Edition)","Logan To Government Center (2000 throwaway demo)","3:23","1","0","not-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","Logan's Journey","2:34","2","0","not-rated"
"The Black Keys","El Camino","Lonely Boy","3:14","6","4",""
"System Of A Down","Hypnotize","Lonely Day","2:48","6","4",""
"Feed Me","Calamari Tuesday","Lonely Mountain","5:40","1","0","not-rated"
"UNKLE","Psyence Fiction","Lonely Soul","8:55","5","5","thumbs-up"
"Gangstagrass","Broken Hearts and Stolen Money","Long Grey River (feat. Dan Whitener & R Son)","3:41","4","0","not-rated"
"Marilyn Manson","Lest We Forget","Long Hard Road Out Of Hell","4:22","3","0","not-rated"
"Foo Fighters","Greatest Hits","Long Road To Ruin","3:49","3","5","thumbs-up"
"Queens of the Stone Age","Lullabies To Paralyze","Long Slow Goodbye [+ Hidden Finale]","6:54","1","0","not-rated"
"The Heavy","The House That Dirt Built","Long Way From Home","3:19","5","0","not-rated"
"Newton Faulkner","Write It On Your Skin (Deluxe Edition)","Longshot","3:22","4","0","not-rated"
"Incubus","Monuments and Melodies","Look Alive","4:22","3","0","not-rated"
"Red Hot Chili Peppers","I'm With You","Look Around","3:28","2","0","not-rated"
"Breed 77","In My Blood (En Mi Sangre)","Look at Me Now","4:31","2","5","thumbs-up"
"Thousand Foot Krutch","Welcome To The Masquerade","Look Away","4:02","4","5","thumbs-up"
"The Dear Hunter","The Color Spectrum The Complete Collection","Look Away (Violet)","3:41","11","5","thumbs-up"
"Groove Armada","Little Black Book","Look Me in the Eye Sister (The Emperor Machine Extended Remix)","8:51","","undefined","never-rated"
"Breed 77","The Evil Inside","Looking For Myself","4:39","2","0","not-rated"
"Paolo Nutini","Caustic Love","Looking For Something","6:21","1","undefined","never-rated"
"Carpenter Brut","EP II","Looking for Tracy Tzu","4:17","","undefined","never-rated"
"Carpenter Brut","Trilogy","Looking for Tracy Tzu","4:17","2","undefined","never-rated"
"Fink","Hard Believer","Looking Too Closely","5:10","10","0","not-rated"
"How to Destroy Angels","Welcome Oblivion","The Loop Closes","4:51","3","0","not-rated"
"Royal Blood","Royal Blood","Loose Change","2:36","5","undefined","never-rated"
"Guano Apes","Planet Of The Apes (Best Of)","Lords Of The Boards","3:41","2","0","not-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","Lornar's Pass","2:45","2","0","not-rated"
"Seven Lions","The Throes Of Winter","Lose Myself (feat. Lynn Gunn)","5:12","5","0","not-rated"
"Daft Punk","Random Access Memories","Lose Yourself To Dance","5:54","9","5","thumbs-up"
"Newton Faulkner","Studio Zoo","Losing Ground","3:07","6","0","not-rated"
"Anberlin","Lowborn","Losing It All","4:14","3","undefined","never-rated"
"Hadouken!","For the Masses","Lost","4:18","4","5","thumbs-up"
"The Dear Hunter","The Color Spectrum The Complete Collection","Lost But Not All Gone (White)","3:58","10","undefined","never-rated"
"Jeremy Soule & Julian Soule","Guild Wars: Nightfall","Lost Dynasties","3:53","","0","not-rated"
"System Of A Down","Mezmerize","Lost In Hollywood","5:21","2","5","thumbs-up"
"Linkin Park","Living Things","Lost In The Echo","3:26","9","5","thumbs-up"
"LINKIN PARK","RECHARGED","LOST IN THE ECHO (KillSonik Remix)","5:09","5","0","not-rated"
"Tool","10,000 Days","Lost Keys (Blame Hofmann)","3:46","2","0","not-rated"
"Fightstar","Grand Unification (UK edition)","Lost Like Tears in Rain","4:00","8","5","thumbs-up"
"Fightstar","They Liked You Better When You Were Dead (EP digipak)","Lost Like Tears In Rain","4:05","4","0","not-rated"
"Plan B","ill Manors","E  Lost My Way","4:42","11","0","not-rated"
"AFI","Art of Drowning","The Lost Souls","2:43","4","0","not-rated"
"AFI","EP Songs","The Lost Souls","2:43","3","0","not-rated"
"Netsky","Netsky","Lost Without You","5:19","1","0","not-rated"
"DJ Fresh","Louder (feat. Sian Evans) - EP","Louder (Club Mix)","4:36","2","2",""
"DJ Fresh","Louder (feat. Sian Evans) - EP","Louder (Drumsound & Bassline Smith Remix)","4:32","2","0","not-rated"
"DJ Fresh","Louder (feat. Sian Evans) - EP","Louder (Flux Pavilion & Doctor P Remix)","3:56","10","0","not-rated"
"DJ Fresh","Louder (feat. Sian Evans) - EP","Louder (Hervé Remix)","4:35","1","2",""
"DJ Fresh","Louder (feat. Sian Evans) - EP","Louder (Radio Edit)","3:27","2","4",""
"Maximum The Hormone","Bu-ikikaesu","Louisiana Bob","3:41","5","5","thumbs-up"
"The Dear Hunter","Migrant Reprise","The Love","5:06","9","5","thumbs-up"
"Chet Faker","Chet Faker: Live Sessions","Love and Feeling","4:36","72","5","thumbs-up"
"Chet Faker","Thinking in Textures","Love & Feeling","4:16","11","0","not-rated"
"Korn","The Paradigm Shift","E  Love & Meth","4:03","12","undefined","never-rated"
"Murderdolls","Beyond The Valley Of The Murderdolls","Love At First Fright","3:02","7","5","thumbs-up"
"Jamiroquai","High Times - Singles 1992-2006","Love Foolosophy (Live from Clapham Common)","4:04","3","0","not-rated"
"Jamiroquai","High Times - Singles 1992-2006","Love Foolosophy (Remastered for 2006)","3:46","2","0","not-rated"
"Jason Mraz","We Sing. We Dance. We Steal Things.","Love For A Child","4:05","2","5","thumbs-up"
"Eminem","The Marshall Mathers LP2","Love Game (Ft. Kendrick Lamar)","4:57","2","0","not-rated"
"Plan B","The Defamation Of Strickland Banks","Love Goes Down","3:53","10","5","thumbs-up"
"Netsky","2","Love Has Gone","4:12","8","5","thumbs-up"
"Netsky","2 Deluxe","Love Has Gone","4:11","7","undefined","never-rated"
"Netsky","2 Deluxe","Love Has Gone (Netsky's Love Must Go On Refix)","3:41","3","undefined","never-rated"
"Netsky","2 Deluxe","Love Has Gone (Other Echoes Remix)","4:30","","undefined","never-rated"
"Incubus","Monuments and Melodies","Love Hurts","3:58","1","5","thumbs-up"
"The Hives","Tyrannosaurus Hives","Love in Plaster","3:12","1","0","not-rated"
"Feed Me","Calamari Tuesday","Love Is All I Got","3:05","","undefined","never-rated"
"Aloe Blacc","Lift Your Spirit","Love Is The Answer","3:45","11","0","not-rated"
"The Heavy","The House That Dirt Built","Love Like That","2:39","3","0","not-rated"
"AFI","Decemberunderground","Love Like Winter","2:45","5","5","thumbs-up"
"Anberlin","Blueprints For City Friendships: The Anberlin Anthology","Love Song","3:06","1","5","thumbs-up"
"Marilyn Manson","Lest We Forget","The Love Song","3:06","3","5","thumbs-up"
"Eminem","Recovery [Explicit]","Love The Way You Lie [Explicit]","4:24","1","5","thumbs-up"
"Dizzee Rascal","The Fifth","Love This Town","4:01","2","0","not-rated"
"Alex Clare","The Lateness Of the Hour","Love You","4:40","40","0","not-rated"
"Cristobal Tapia de Veer","Utopia (Original Television Soundtrack)","Lovechild","1:03","1","undefined","never-rated"
"Nothing But Thieves","Nothing But Thieves (Deluxe)","Lover, Please Stay","4:07","6","0","not-rated"
"Aloe Blacc","Good Things","Loving You Is Killing Me","3:27","6","5","thumbs-up"
"Breed 77","The Evil Inside","Low","4:14","5","0","not-rated"
"Tenacious D","Rize of the Fenix","Low Hangin Fruit","2:32","6","0","not-rated"
"Kanye West","The Life of Pablo","Low Lights","2:12","1","0","not-rated"
"AFI","EP Songs","Lower It","7:23","3","0","not-rated"
"Unquote","Reverberation Box","Lubov Moya (feat. Molecular Structures)","5:21","1","undefined","never-rated"
"Brand New","The Devil And God Are Raging Inside Me (UK Version)","Luca","5:08","2","undefined","never-rated"
"Brand New","The Devil And God Are Raging Inside Me (UK Version)","Luca (Reprisal Version)","4:02","1","undefined","never-rated"
"Nneka","Soul Is Heavy","Lucifer (No Doubt)","4:35","3","0","not-rated"
"Periphery","Periphery II","Luck as a Constant","6:04","1","undefined","never-rated"
"Radiohead","The Best Of [Explicit]","Lucky [Explicit]","4:20","1","0","not-rated"
"Jason Mraz & Colbie Caillat","We Sing. We Dance. We Steal Things.","Lucky featuring Colbie Caillat","3:12","10","5","thumbs-up"
"Skillet","Awake","Lucy","3:39","1","0","not-rated"
"Newton Faulkner","Hand Built By Robots","Lullaby","1:38","6","0","not-rated"
"Korn","The Paradigm Shift","E  Lullaby For A Sadist","4:18","8","undefined","never-rated"
"Twelve Foot Ninja","Silent Machine","Luna","3:41","2","undefined","never-rated"
"Marilyn Manson","Lest We Forget","Lunchbox","4:36","3","0","not-rated"
"Groove Armada","Little Black Book","Luv 91","6:20","","undefined","never-rated"
"","Guild Wars Factions","Luxon Theme","3:38","","0","not-rated"
"Coheed & Cambria","Good Apollo, I'm Burning Star IV, Volume 1: From Fear Through The Eyes Of Madness","The Lying Lies & Dirty Secrets Of Miss Erica Court","3:18","9","5","thumbs-up"
"The Cinematic Orchestra","Ma Fleur","Ma Fleur","4:32","","undefined","never-rated"
"Hadouken!","For the Masses","M.A.D","3:26","4","5","thumbs-up"
"Philip Glass","Glass: Solo Piano","Mad Rush","13:45","1","0","not-rated"
"Groove Armada","The Best Of","Madder","5:20","4","undefined","never-rated"
"Coheed & Cambria","Year Of The Black Rainbow","Made Out Of Nothing (All That I Am)","4:40","12","0","not-rated"
"Muse","The 2nd Law","Madness","4:40","8","5","thumbs-up"
"Brand New","Your Favorite Weapon (Deluxe Edition)","Magazines","2:52","2","0","not-rated"
"Brand New","Your Favorite Weapon (Deluxe Edition)","Magazines (2000 throwaway demo)","3:05","1","5","thumbs-up"
"A Perfect Circle","Mer de Noms","Magdalena","4:06","7","undefined","never-rated"
"Incubus","S.C.I.E.N.C.E.","Magic Medicine","3:03","6","undefined","never-rated"
"Netsky","Netsky","The Magic Russian Bottle","4:47","1","0","not-rated"
"Iwan Rheon","Dinard","Magic Seeds","4:05","1","undefined","never-rated"
"Disclosure","Caracal (Deluxe)","Magnets","3:19","1","undefined","never-rated"
"The Hives","Veni Vidi Vicious","Main Offender","2:34","1","0","not-rated"
"Mammal","The Majority","The Majority","2:33","3","0","not-rated"
"The Reign of Kindo","Play with Fire","Make a Sound","3:59","15","5","thumbs-up"
"Skrillex & Damian ""Jr. Gong"" Marley","Make It Bun Dem After Hours (Remixes)","Make It Bun Dem","3:34","11","5","thumbs-up"
"Skrillex & Damian ""Jr. Gong"" Marley","Make It Bun Dem After Hours (Remixes)","Make It Bun Dem","3:34","4","0","not-rated"
"Jason Mraz","We Sing. We Dance. We Steal Things.","Make It Mine","3:08","4","4",""
"Queens of the Stone Age","Era Vulgaris","Make It Wit Chu","4:51","3","0","not-rated"
"Queens of the Stone Age","Era Vulgaris","Make It Wit Chu (acoustic)","4:34","2","0","not-rated"
"Thousand Foot Krutch","The Art of Breaking","Make Me a Believer","2:50","2","0","not-rated"
"Periphery","Periphery II","MAKE TOTAL DESTROY","4:27","","undefined","never-rated"
"Robin Thicke","Sex Therapy: The Experience","Make U Love Me","3:03","2","0","not-rated"
"Skindred","Union Black","Make Your Mark","3:42","2","0","not-rated"
"Incubus","Make Yourself","Make Yourself","3:03","1","undefined","never-rated"
"Jeremy Soule & Julian Soule","Guild Wars: Nightfall","The Makers' Song","2:13","","0","not-rated"
"Gotye","Making Mirrors","Making Mirrors","1:02","5","0","not-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","Malchor's Leap","2:13","","0","not-rated"
"AFI","Black Sails in the Sunset","Malleus Maleficarum","1:04:37","3","0","not-rated"
"Spineshank","The Height of Callousness","Malnutrition","3:30","","undefined","never-rated"
"Rizzle Kicks","Stereo Typical","Mama Do The Hump","3:37","2","5","thumbs-up"
"Aloe Blacc","Good Things","Mama Hold My Hand","5:11","6","5","thumbs-up"
"Aloe Blacc","Lift Your Spirit","The Man","4:16","13","5","thumbs-up"
"BLØF","In Het Midden Van Alles","Man Als Geen Ander","5:31","2","undefined","never-rated"
"Iron Maiden","The Book Of Souls","The Man Of Sorrows","6:27","1","undefined","never-rated"
"Pearl Jam","Rearviewmirror: Greatest Hits 1991-2003","Man of the Hour","3:43","","undefined","never-rated"
"The Reign of Kindo","Play with Fire","The Man, The Wood, & The Stone","3:52","2","0","not-rated"
"The Dear Hunter","The Color Spectrum The Complete Collection","Mandala (Indigo)","4:55","16","undefined","never-rated"
"A.C.T.","Last Epic","Manipulator","6:14","3","5","thumbs-up"
"Cradle Of Filth","The Manticore And Other Horrors","Manticore","5:53","2","undefined","never-rated"
"Tool","Lateralus","Mantra","1:13","14","0","not-rated"
"Muse","Black Holes And Revelations","Map Of The Problematique","4:19","1","0","not-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","March of the Legions","2:43","","0","not-rated"
"Jeremy Soule & Julian Soule","Guild Wars: Nightfall","March of the Margonites (Bonus)","1:19","","0","not-rated"
"Good Charlotte","Good Morning Revival","March On","3:12","1","0","not-rated"
"Arctic Monkeys","Whatever People Say I Am, That's What I'm Not","Mardy Bum","2:56","3","4",""
"Bruno Mars","Doo-Wops & Hooligans","Marry You","3:51","1","0","not-rated"
"Incubus","Monuments and Melodies","Martini","4:10","2","0","not-rated"
"Alanis Morissette","Jagged Little Pill (Remastered)","Mary Jane (2015 Remastered)","4:40","1","undefined","never-rated"
"Periphery","Periphery II","Masamune","6:09","","undefined","never-rated"
"G.L.O.S.S.","DEMO","Masculine Artifice","1:22","1","0","not-rated"
"Korn","The Paradigm Shift","E  Mass Hysteria","4:04","11","undefined","never-rated"
"Metallica","The Greatest Hits","Master Of Puppets","8:36","4","0","not-rated"
"Metallica","S & M","Master Of Puppets [Explicit]","8:55","10","5","thumbs-up"
"Disclosure","Caracal (Deluxe)","Masterpiece","4:01","","undefined","never-rated"
"The People The Poet","Matchday","Matchday","4:41","1","5","thumbs-up"
"Alt-J","An Awesome Wave","Matilda","3:49","2","5","thumbs-up"
"Neil Hilborn","Northbound","The Mating Habits of the North American Hipster","2:43","1","0","not-rated"
"Breed 77","Cultura","A Matter Of Time","4:23","5","4",""
"Closure In Moscow","Pink Lemonade","Mauerbauertraurigkeit","7:25","26","5","thumbs-up"
"Maximum The Hormone","Greatest The Hits 2011 - 2011","Maximum the Hormone","4:55","3","0","not-rated"
"Maximum The Hormone","Yoshu Fukushu","Maximum The Hormone","4:55","2","5","thumbs-up"
"Barenaked Ladies","Are Men","Maybe Not","3:01","2","0","not-rated"
"Barenaked Ladies","Are Me","Maybe You're Right","4:28","2","0","not-rated"
"Nero","Welcome Reality","Me And You","4:07","11","5","thumbs-up"
"Brand New","Deja Entendu","Me vs. Maradona vs. Elvis","5:19","1","5","thumbs-up"
"Tides Of Man","Young and Courageous","Measure Your Breath","7:36","1","undefined","never-rated"
"Hadouken!","Oxygen","Mecha Love (Album Version)","4:49","2","5","thumbs-up"
"Hadouken!","Oxygen","Mecha Love (Nova Remix)","6:42","5","0","not-rated"
"Queens of the Stone Age","Lullabies To Paralyze","Medication","1:55","2","0","not-rated"
"The Prodigy","The Day Is My Enemy","Medicine","3:56","2","undefined","never-rated"
"Cristobal Tapia de Veer","Utopia (Original Television Soundtrack)","Meditative Chaos","3:10","1","undefined","never-rated"
"Carpenter Brut","EP II","Meet Matt Stryker","4:05","","undefined","never-rated"
"Carpenter Brut","Trilogy","Meet Matt Stryker","4:05","1","undefined","never-rated"
"Red Hot Chili Peppers","I'm With You","Meet Me At The Corner","4:22","1","0","not-rated"
"The Strokes","Room On Fire","Meet Me In The Bathroom","2:54","1","0","not-rated"
"Awolnation","Megalithic Symphony","Megalithic Symphony","0:58","7","1","thumbs-down"
"Muse","Origin of Symmetry","Megalomania","4:40","1","0","not-rated"
"Incubus","Monuments and Melodies","Megalomaniac","4:56","1","4",""
"BABYMETAL","BABYMETAL","Megitsune","4:08","3","5","thumbs-up"
"Rammstein","Mutter","Mein Herz Brennt","4:40","2","0","not-rated"
"Robin Thicke","Sex Therapy: The Experience","Meiple (featuring Jay-Z)","4:03","3","0","not-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","Melandru's Calm","2:10","","0","not-rated"
"Netsky","Netsky","Mellow (feat. Terri Pace)","4:41","1","0","not-rated"
"Eskmo","Eskmo","The Melody","4:21","5","0","not-rated"
"Chet Faker feat. Kilo Kish","Built on Glass","Melt","4:11","26","5","thumbs-up"
"Chet Faker","Melt (feat. Kilo Kish) - Single","E  Melt (feat. Kilo Kish)","4:22","2","0","not-rated"
"Explosions In The Sky","The Earth Is Not A Cold Dead Place","Memorial","8:52","7","0","not-rated"
"Maverick Sabre","Lonely Are The Brave","Memories","3:38","8","0","not-rated"
"Unquote","Reverberation Box","Memories Fade Away (feat. Grimm)","6:07","1","undefined","never-rated"
"Magic Sword","Volume 1","Memories In Shadow","4:24","1","undefined","never-rated"
"Metallica","S & M","The Memory Remains [Explicit]","4:43","1","0","not-rated"
"Marilyn Manson","The Pale Emperor (Deluxe)","The Mephistopheles Of Los Angeles","4:57","","undefined","never-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","Mepi's Ranch","2:14","2","0","not-rated"
"Iron Maiden","Brave New World","The Mercenary","4:42","3","undefined","never-rated"
"Percival & Marcin Przybyłowicz","The Witcher 3: Wild Hunt - Official Soundtrack","Merchants of Novigrad","3:09","","0","not-rated"
"Curtis Schweitzer","Starbound Orchestral Original Soundtrack","Mercury","6:26","","undefined","never-rated"
"Flight Facilities","Down To Earth","Merimbula","6:27","","undefined","never-rated"
"Tool","Ænima","Message to Harry Manback","1:53","4","0","not-rated"
"Maximum The Hormone","Yoshu Fukushu","Mesubuta no Ketsu ni Binta (Kick mo)","2:41","2","0","not-rated"
"Metallica","The Greatest Hits","Metal Militia","5:12","1","0","not-rated"
"Philip Glass","Glass: Solo Piano","Metamorphosis: Metamorphosis Five","5:07","2","5","thumbs-up"
"Philip Glass","Glass: Solo Piano","Metamorphosis: Metamorphosis Four","7:02","2","0","not-rated"
"Philip Glass","Glass: Solo Piano","Metamorphosis: Metamorphosis One","5:40","10","0","not-rated"
"Philip Glass","Glass: Solo Piano","Metamorphosis: Metamorphosis Three","5:33","2","0","not-rated"
"Philip Glass","Glass: Solo Piano","Metamorphosis: Metamorphosis Two","7:22","19","0","not-rated"
"Rise Against","The Black Market","Methadone","3:48","","undefined","never-rated"
"Weerd Science","Friends And Nervous Breakdowns","Methods n Test Tubes","4:21","1","0","not-rated"
"Unquote","Reverberation Box","Metro Dreaming","4:33","3","undefined","never-rated"
"Swedish House Mafia & Tinie Tempah","Until Now","Miami 2 Ibiza (Clean Radio Edit)","2:57","2","0","not-rated"
"Hadouken!","For the Masses","Mic Check","2:30","4","0","not-rated"
"Jeremy Soule","Guild Wars 2 Original Game Soundtrack","Michoti Battle March","2:18","1","0","not-rated"
"Muse","Origin of Symmetry","Micro Cuts","3:39","1","0","not-rated"
"The Dear Hunter","Migrant Reprise","Middle Ground","4:11","6","5","thumbs-up"
"Faith No More","The Very Best Definitive Ultimate Greatest Hits Collection (Digital) [Explicit]","Midlife Crisis (2009 Remastered) [Explicit]","4:22","9","4",""
"Chase & Status","No More Idols","Midnight Caller ft. Clare Maguire","3:45","9","5","thumbs-up"
"Grant Kirkhope","Viva Piñata: Original Soundtrack","Midnight Feasts","2:13","3","0","not-rated"
"AFI","Black Sails in the Sunset","Midnight Sun","3:03","2","0","not-rated"
"36 Crazyfists","Rest Inside the Flames","Midnight Swim","3:44","2","1","thumbs-down"
"Incubus","Monuments and Melodies","Midnight Swim","3:15","1","1","thumbs-down"
"Periphery","Periphery II","Mile Zero","5:31","1","undefined","never-rated"
"Davenport Cabinet","Nostalgia In Stereo","Milk Foot","3:58","7","5","thumbs-up"
"Robin Thicke","Sex Therapy: The Experience","Million Dolla Baby (featuring Jazmine Sullivan)","3:12","1","1","thumbs-down"
"The Offspring","Conspiracy Of One","Million Miles Away","3:39","3","undefined","never-rated"
"Brand New","The Devil And God Are Raging Inside Me (UK Version)","Millstone","4:16","12","5","thumbs-up"
"System Of A Down","System Of A Down","Mind","6:16","3","1","thumbs-down"
"The Black Keys","El Camino","Mind Eraser","3:15","2","5","thumbs-up"
"Cristobal Tapia de Veer","Utopia (Original Television Soundtrack)","Mind Vortex","2:48","1","undefined","never-rated"
"Foreign Beggars & Tommy Lee","The Uprising","Minds Eye (feat. Tommy Lee)","4:26","3","5","thumbs-up"
"Guano Apes","Planet Of The Apes (Best Of)","Mine All Mine","3:47","2","1","thumbs-down"
"Jonas Hellberg","Krater OST","Mines Battle (Remix by Jonas Hellberg)","3:23","1","0","not-rated"
"Krater","Krater OST","Mines Exploration","3:25","1","0","not-rated"
"","Guild Wars Factions","Minister Cho's Estate","2:12","","0","not-rated"
"Curtis Schweitzer","Starbound Orchestral Original Soundtrack","Mira","20:04","","undefined","never-rated"
"Anthony Green","Avalon (Deluxe)","Miracle Sun","3:42","1","undefined","never-rated"
"The Mars Volta","Frances the Mute","Miranda That Ghost Just Isn't Holy Anymore","13:09","3","1","thumbs-down"
"Dabin","Mirrormask","Mirrormask feat. Koda & CoMa","4:08","2","1","thumbs-down"
"AFI","Sing the Sorrow","Miseria Cantare- The Beginning","2:57","9","1","thumbs-down"
"Good Charlotte","Good Morning Revival","Misery","3:50","3","5","thumbs-up"
"Queens of the Stone Age","Era Vulgaris","Misfit Love","5:40","1","0","not-rated"
"Queens of the Stone Age","Era Vulgaris","Misfit Love (Live in Amsterdam)","6:41","2","0","not-rated"
