artist,album,title,duration,playcount,rating,rating_interpretation
"The Dear Hunter","The Color Spectrum The Complete Collection","Misplaced Devotion (Yellow)","3:46","16","5","thumbs-up"
"Rizzle Kicks","Stereo Typical","Miss Cigarette","4:12","7","1","thumbs-down"
"Aloe Blacc","Good Things","Miss Fortune","4:23","4","1","thumbs-down"
"AFI","Decemberunderground","Miss Murder","3:26","8","5","thumbs-up"
"Alabama Shakes","Sound & Color","Miss You","3:47","10","5","thumbs-up"
"Blof","Omarm","Misschien Niet De Eeuwigheid","4:04","6","undefined","never-rated"
"AFI","Decemberunderground","The Missing Frame","4:40","5","5","thumbs-up"
"The Hives","Tyrannosaurus Hives","Missing Link","1:57","1","0","not-rated"
"Davenport Cabinet","Damned Renegades","Missing Pieces","3:22","1","undefined","never-rated"
"Hadouken!","Music For An Accelerated Culture","Mister Misfortune","3:17","3","1","thumbs-down"
"Bliss","No One Built This Moment","Mivahetsek (Feat. Lisbeth Scott)","4:58","","undefined","never-rated"
"Brand New","Your Favorite Weapon (Deluxe Edition)","Mix Tape","3:59","2","0","not-rated"
"Muse","The Resistance","MK Ultra","4:07","1","1","thumbs-down"
"Marilyn Manson","Lest We Forget","mOBSCENE","3:27","3","4",""
"Anberlin","Vital (Bonus Track Version)","Modern Age","4:13","6","1","thumbs-down"
"Arcade Fire","The Suburbs","Modern Man","4:40","1","1","thumbs-down"
"RÜFÜS","Atlas","Modest Life","3:42","9","5","thumbs-up"
"Disclosure","Caracal (Deluxe)","Molecules","3:56","","undefined","never-rated"
"The People The Poet","The Narrator","Molly Drove Me Away","3:55","3","undefined","never-rated"
"The Prodigy","Their Law: The Singles 1990-2005","E  Molotov Bitch","4:54","1","1","thumbs-down"
"Intervals","A Voice Within","Moment Marauder","4:48","2","undefined","never-rated"
"Thousand Foot Krutch","Set It Off","Moment Of The Day","4:08","2","1","thumbs-down"
"Thousand Foot Krutch","That's What People Do","Moment of the Day","4:08","1","1","thumbs-down"
"Antemasque","ANTEMASQUE","Momento Mori","3:35","1","5","thumbs-up"
"Kendrick Lamar","To Pimp A Butterfly","E  Momma","4:43","5","undefined","never-rated"
"Selah Sue","Selah Sue","Mommy","3:38","45","5","thumbs-up"
"Robin Thicke","Sex Therapy: The Experience","Mona Lisa","3:35","2","1","thumbs-down"
"Red Hot Chili Peppers","I'm With You","Monarchy Of Roses","4:12","5","1","thumbs-down"
"Extreme","Pornograffitti","Money (In God We Trust)","4:12","2","1","thumbs-down"
"The Black Keys","El Camino","Money Maker","2:58","2","5","thumbs-up"
"Puscifer","Money Shot","Money Shot","2:29","3","0","not-rated"
"Walk Off the Earth","R.E.V.O.","Money Tree","3:10","11","1","thumbs-down"
"Simply Red","The Greatest Hits 25","Money's Too Tight To Mention","4:29","3","5","thumbs-up"
"Foo Fighters","Greatest Hits","Monkey Wrench","3:51","2","4",""
"Fightstar","Grand Unification (UK edition)","Mono","6:24","9","5","thumbs-up"
"Fightstar","They Liked You Better When You Were Dead (EP digipak)","Mono","6:23","7","5","thumbs-up"
"Skillet","Awake","Monster","2:58","2","5","thumbs-up"
"Eminem","The Marshall Mathers LP2","The Monster (feat. Rihanna)","4:10","2","5","thumbs-up"
"Queens of the Stone Age","Era Vulgaris","Monsters in the Parasol (Live in Amsterdam)","3:34","3","0","not-rated"
"Arcade Fire","The Suburbs","Month Of May","3:51","1","1","thumbs-down"
"Incubus","Monuments and Melodies","Monuments And Melodies","5:05","1","1","thumbs-down"
"Die Antwoord","Donker Mag","E  Moon Love","2:17","3","1","thumbs-down"
"Ludvig Van Beethoven","Classical Music - The Essential Collection","Moonlight Sonata","8:07","17","1","thumbs-down"
"Skindred","Kill the Power","More Fire","3:23","13","0","not-rated"
"Extreme","Pornograffitti","More Than Words","5:37","10","5","thumbs-up"
"Flume","Flume: Deluxe Edition","More Than You Thought","4:06","10","1","thumbs-down"
"AFI","Art of Drowning","Morningstar","3:18","3","1","thumbs-down"
"Kendrick Lamar","To Pimp A Butterfly","E  Mortal Man","12:07","2","undefined","never-rated"
"Queens Of The Stone Age","Songs For The Deaf","Mosquito Song","5:38","3","1","thumbs-down"
"Mushroomhead","XIII","Mother Machine Gun","4:17","2","1","thumbs-down"
"Coheed & Cambria","Good Apollo, I'm Burning Star IV, Volume 1: From Fear Through The Eyes Of Madness","Mother May I","4:32","2","5","thumbs-up"
"Coheed and Cambria","Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness","Mother May I","4:31","3","1","thumbs-down"
"Twelve Foot Ninja","Silent Machine","Mother Sky","4:18","9","5","thumbs-up"
"Coheed & Cambria","Good Apollo, I'm Burning Star IV, Vol. 2: No World For Tomorrow","Mother Superior","6:39","46","5","thumbs-up"
"CHVRCHES","The Bones Of What You Believe (Special Edition)","E  The Mother We Share","3:11","11","5","thumbs-up"
"Daft Punk","Random Access Memories","Motherboard","5:42","7","5","thumbs-up"
"Murderdolls","Beyond The Valley Of The Murderdolls","Motherfucker, I Don't Care","2:56","2","1","thumbs-down"
"Coheed and Cambria","The Afterman: Ascension","Mothers Of Men","3:43","10","1","thumbs-down"
"Breed 77","The Evil Inside","Motionless","6:48","2","1","thumbs-down"
"Good Charlotte","Good Charlotte","The Motivation Proclamation","3:37","1","1","thumbs-down"
"Neil Hilborn","Northbound","Motown","3:11","1","5","thumbs-up"
"Good Charlotte","AOL Sessions: Under Cover","Mountain","4:34","1","1","thumbs-down"
"Tides Of Man","Young and Courageous","Mountain House","2:52","2","undefined","never-rated"
"Gangstagrass","Broken Hearts and Stolen Money","Mountaintop (feat. Tomasia & Brandi Hart)","3:49","10","1","thumbs-down"
"Thousand Foot Krutch","The Art of Breaking","Move","3:29","3","1","thumbs-down"
"Marmozets","The Weird And Wonderful Marmozets","Move, Shake, Hide","3:27","2","1","thumbs-down"
"Good Charlotte","The Young and the Hopeless","Movin' On","3:28","1","1","thumbs-down"
"Eskmo","Eskmo","Moving Glowstream","3:51","3","1","thumbs-down"
"Disclosure","Caracal (Deluxe)","Moving Mountains","5:35","","undefined","never-rated"
"Netsky","Netsky","Moving With You (feat. Jenna G)","5:14","2","1","thumbs-down"
"Marina & The Diamonds","The Family Jewels","Mowgli's Road","3:11","5","5","thumbs-up"
"Alkaline Trio","From Here To Infirmary","Mr. Chainsaw","3:05","4","undefined","never-rated"
"Mammal","The Majority","Mr. Devil","4:17","1","0","not-rated"
"System Of A Down","Steal This Album","Mr. Jack","4:10","1","1","thumbs-down"
"A.C.T.","Last Epic","Mr Landlord Apartment","4:43","5","5","thumbs-up"
"The Dear Hunter","The Color Spectrum The Complete Collection","Mr. Malum (Violet)","3:57","15","5","thumbs-up"
"Cristobal Tapia de Veer","Utopia (Original Television Soundtrack)","Mr. Rabbit It Is","2:51","1","undefined","never-rated"
"Cristobal Tapia de Veer","Utopia (Original Television Soundtrack)","E  Mr. Rabbit's Game","1:05","1","undefined","never-rated"
"A.C.T.","Imaginary Friends","Mr. Unfaithful","7:05","1","5","thumbs-up"
"Robin Thicke","Sex Therapy: The Experience","Mrs. Sexy","4:24","3","1","thumbs-down"
"Alt-J","An Awesome Wave","Ms","3:59","2","1","thumbs-down"
"The Mars Volta","Frances the Mute","Multiple Spouse Wounds","0:46","2","1","thumbs-down"
"Periphery","Periphery II","Muramasa","2:51","1","undefined","never-rated"
"Muse","Showbiz","Muscle Museum","4:23","3","1","thumbs-down"
"The Cinematic Orchestra featuring Lou Rhodes","Ma Fleur","Music Box","5:03","4","undefined","never-rated"
"Nero","Welcome Reality","Must Be The Feeling","4:03","7","5","thumbs-up"
"The Dear Hunter","Act III: Life And Death","Mustard Gas","4:13","40","5","thumbs-up"
"The Dear Hunter","Live","Mustard Gas","4:42","11","undefined","never-rated"
"Oneohtrix Point Never","Garden of Delete","Mutant Standard","8:06","2","undefined","never-rated"
"Rammstein","Mutter","Mutter","4:29","4","5","thumbs-up"
"Good Charlotte","The Young and the Hopeless","My Bloody Valentine","3:55","2","1","thumbs-down"
"Ill Niño","Till Death, La Familia","My Bullet","3:21","2","undefined","never-rated"
"Lil' Queenie & The Percolators","Treme: Music From The HBO Original Series, Season 1","My Dawlin' New Orleans","4:02","7","0","not-rated"
"Linkin Park","Hybrid Theory (Bonus Track Version)","My December","4:19","3","0","not-rated"
"3","The End Is Begun (Special Edition)","My Divided Falling","3:51","18","0","not-rated"
"Nero","Welcome Reality","My Eyes","4:50","15","5","thumbs-up"
"Groove Armada","The Best Of","My Friend","4:59","13","5","thumbs-up"
"Eskmo","Eskmo","My Gears Are Starting To Tremble","1:42","4","1","thumbs-down"
"Maximum The Hormone","Greatest The Hits 2011 - 2011","My Girl","4:51","1","1","thumbs-down"
"Maximum The Hormone","Yoshu Fukushu","My Girl","4:03","2","5","thumbs-up"
"Queens of the Stone Age","...Like Clockwork","My God Is the Sun","3:56","4","1","thumbs-down"
"Shadow of the Sun","Monument","My Heart Is Wild and Overgrown","5:46","2","1","thumbs-down"
"Foo Fighters","Greatest Hits","My Hero","4:19","1","1","thumbs-down"
"Nneka","Soul Is Heavy","My Home","4:08","8","1","thumbs-down"
"Thousand Foot Krutch","The Flame in All of Us","My Home","3:42","1","1","thumbs-down"
"The Sound of Animals Fighting","Tiger And The Duke","My Horse Must Lose (Portugal The Man Remix)","4:42","","undefined","never-rated"
"Evanescence","Fallen","My Immortal","4:25","5","5","thumbs-up"
"Dr. John","Treme: Music From The HBO Original Series, Season 1","My Indian Red","5:09","1","0","not-rated"
"Radiohead","The Best Of [Explicit]","My Iron Lung [Explicit]","4:37","1","1","thumbs-down"
"Evanescence","Fallen","My Last Breath","4:08","1","1","thumbs-down"
"Killswitch Engage","The End Of Heartache [Disc 2]","My Last Serenade [Live]","4:01","1","1","thumbs-down"
"Bliss n Eso","Circus In The Sky","E  My Life (feat. Ceekay Jones)","3:37","8","0","not-rated"
"Killswitch Engage","The End Of Heartache [Disc 2]","My Life For Yours","3:35","2","1","thumbs-down"
"Awolnation","Megalithic Symphony","My Nightmare's Dream","0:27","5","1","thumbs-down"
"Thousand Foot Krutch","The Flame in All of Us","My Own Enemy","3:02","3","1","thumbs-down"
"Slipknot","Antennas To Hell","My Plague (New Abuse Mix)","3:03","2","5","thumbs-up"
"Emigrate","Silent So Long","My Pleasure","3:36","7","undefined","never-rated"
"Weerd Science","Friends And Nervous Breakdowns","My War, Your Problem","3:34","1","1","thumbs-down"
"Linkin Park","Reanimation","My<Dsmbr","4:18","23","4",""
"The Rasmus","Hell Of A Collection","Myself","3:54","2","1","thumbs-down"
"Twelve Foot Ninja","Silent Machine","Myth Of Progress","3:41","4","undefined","never-rated"
"Anberlin","Blueprints For City Friendships: The Anberlin Anthology","Naive Orleans","4:09","7","5","thumbs-up"
"AFI","Black Sails in the Sunset","Narrative of Soul Against Sou","2:30","5","0","not-rated"
"The Prodigy","The Day Is My Enemy","Nasty","4:03","5","undefined","never-rated"
"Radiohead","The Best Of [Explicit]","The National Anthem [Explicit]","5:48","1","1","thumbs-down"
"In This Moment","Black Widow","Natural Born Sinner","5:09","7","undefined","never-rated"
"Rammstein","Mutter","Nebel","4:55","3","0","not-rated"
"Incubus","S.C.I.E.N.C.E.","Nebula","3:50","6","undefined","never-rated"
"Mushroomhead","Savior Sorrow","The Need","4:55","","0","not-rated"
"System Of A Down","Toxicity","Needles","3:14","5","5","thumbs-up"
"Spineshank","The Height of Callousness","Negative Space","2:39","1","undefined","never-rated"
"Incubus","Monuments and Melodies","Neither Of Us Can See","4:04","2","1","thumbs-down"
"Nothing But Thieves","Nothing But Thieves (Deluxe)","Neon Brother","3:55","3","undefined","never-rated"
"Closure In Moscow","Pink Lemonade","Neoprene Byzantine","3:54","54","5","thumbs-up"
"AFI","Art of Drowning","The Nephilim","2:36","1","0","not-rated"
"Cristobal Tapia de Veer","Utopia (Original Television Soundtrack)","The Network","3:21","1","undefined","never-rated"
"Braves","Never","Never","4:06","5","5","thumbs-up"
"Professor Green","At Your Inconvenience","Never Be a Right Time","3:21","3","0","not-rated"
"Papa Roach","Infest (UK Version)","Never Enough","3:35","4","undefined","never-rated"
"Shadow of the Sun","Monument","Never Enough","5:02","2","0","not-rated"
"The Dear Hunter","The Color Spectrum The Complete Collection","Never Forgive Never Forget (Black)","4:41","37","5","thumbs-up"
"Die Antwoord","Ten$ion","Never Le Nkemise 1","2:53","8","0","not-rated"
"Die Antwoord","Ten$ion","Never Le Nkemise 2","3:22","7","5","thumbs-up"
"Mushroomhead","XX (UK Version with 2 bonus tracks)","Never Let It Go","4:41","3","0","not-rated"
"Alex Clare","Three Hearts","Never Let You Go","4:25","7","0","not-rated"
"Korn","The Paradigm Shift","E  Never Never","3:41","8","0","not-rated"
"Simply Red","The Greatest Hits 25","Never Never Love","4:08","1","0","not-rated"
"Bon Jovi","Crossroad","Never Say Goodbye","4:49","2","0","not-rated"
"Foreign Beggars","The Uprising","Never Stop","3:46","1","0","not-rated"
"Skillet","Awake","Never Surrender","3:31","1","0","not-rated"
"Anberlin","Blueprints For City Friendships: The Anberlin Anthology","Never Take Friendship Personal","3:32","6","5","thumbs-up"
"Coheed and Cambria","The Second Stage Turbine Blade","Neverender","5:23","6","0","not-rated"
"Good Charlotte","The Young and the Hopeless","A New Beginning","1:49","1","1","thumbs-down"
"Muse","Origin of Symmetry","New Born","6:04","4","5","thumbs-up"
"Cristobal Tapia de Veer","Utopia (Original Television Soundtrack)","A New Brand of Drug","2:13","1","undefined","never-rated"
"Mammal","Mammal - EP","New Breed Judas","3:20","1","0","not-rated"
"Mushroomhead","XX","The New Cult King","5:11","1","0","not-rated"
"Mushroomhead","XX (UK Version with 2 bonus tracks)","The New Cult King","5:10","1","0","not-rated"
"The Qemists","Warrior Sound","New Design","3:54","1","undefined","never-rated"
"Thousand Foot Krutch","Phenomenon","New Design","3:30","2","5","thumbs-up"
"Breed 77","Insects","New Disease","4:20","4","0","not-rated"
"Spineshank","The Height of Callousness","New Disease","3:14","4","5","thumbs-up"
"Linkin Park","Living Things","New Divide (Live)","4:29","2","0","not-rated"
"Thousand Foot Krutch","The Flame in All of Us","New Drug","2:45","3","5","thumbs-up"
"Simply Red","The Greatest Hits 25","A New Flame","3:57","5","0","not-rated"
"Periphery","Icarus EP","New Groove (Instrumental)","1:44","1","undefined","never-rated"
"Faith No More","The Very Best Definitive Ultimate Greatest Hits Collection (Digital) [Explicit]","New Improved Song (2009 Remastered) [Explicit]","3:51","1","0","not-rated"
"Nero","Promises - EP","New Life","4:33","2","0","not-rated"
"Tom McDermott","Treme: Music From The HBO Original Series, Season 1","New Orleans Blues","2:22","1","0","not-rated"
"Innerpartysystem","Innerpartysystem","New Poetry","4:03","6","5","thumbs-up"
"Barenaked Ladies","Are Men","The New Sad","2:34","1","0","not-rated"
"Incubus","S.C.I.E.N.C.E.","New Skin","3:51","6","undefined","never-rated"
"Kanye West","Yeezus","New Slaves","4:17","7","5","thumbs-up"
"Gary Clark Jr.","Blak And Blu","Next Door Neighbor Blues","3:01","2","undefined","never-rated"
"Bliss n Eso","Circus In The Sky","E  Next Frontier","2:24","10","0","not-rated"
"Katy B","Little Red","Next Thing","3:03","6","0","not-rated"
"Incubus","Monuments and Melodies","Nice To Know You","4:44","8","5","thumbs-up"
"No Devotion","Permanence","Night Drive","6:03","2","undefined","never-rated"
"Innerpartysystem","Innerpartysystem","Night Is Alive","4:20","7","0","not-rated"
"Simply Red","The Greatest Hits 25","Night Nurse","3:55","4","0","not-rated"
"The Dear Hunter","Act IV: Rebirth in Reprise","A Night on the Town","9:01","36","5","thumbs-up"
"Major Lazer","Peace Is The Mission","E  Night Riders (feat. Travi$ Scott, 2 Chainz, Pusha T & Mad Cobra)","3:53","2","undefined","never-rated"
"Percival","The Witcher 3: Wild Hunt - Official Soundtrack","The Nightingale","1:40","5","0","not-rated"
"Professor Green","At Your Inconvenience","E  Nightmares (feat. Kobe Honeycutt & Royce Da 5'9)","3:40","2","0","not-rated"
"Skindred","Kill the Power","Ninja","4:32","42","5","thumbs-up"
"Maximum the Hormone","Rokkinpo Goroshi","Nitori BB Sensou","2:04","1","0","not-rated"
"Chet Faker","Built on Glass","No Advice (Airport Version)","1:46","30","1","thumbs-down"
"Netsky","2","No Beginning","5:20","4","0","not-rated"
"Netsky","2 Deluxe","No Beginning","5:19","2","undefined","never-rated"
"Netsky","2 Deluxe","No Beginning (Downbeat Mix)","3:30","4","undefined","never-rated"
"Chet Faker","Chet Faker: Live Sessions","No Diggity","5:43","31","5","thumbs-up"
"Chet Faker","Thinking in Textures","No Diggity","3:43","15","0","not-rated"
"The Dear Hunter","The Color Spectrum The Complete Collection","No God (White)","3:49","6","undefined","never-rated"
"Oneohtrix Point Never","Garden of Delete","No Good","3:18","","undefined","never-rated"
"The Prodigy","Their Law: The Singles 1990-2005","No Good (Start The Dance)","6:19","3","5","thumbs-up"
"Feed Me","Calamari Tuesday","No Grip","4:48","","undefined","never-rated"
"Skindred","Volume","No Justice","2:44","","undefined","never-rated"
"Metallica","S & M","No Leaf Clover [Explicit]","5:44","1","0","not-rated"
"Eminem","Recovery [Explicit]","No Love [Explicit]","5:00","1","5","thumbs-up"
"The Prodigy","Their Law: The Singles 1990-2005","No Man Army (Edit)","4:10","1","0","not-rated"
"The Qemists","Warrior Sound","No More","4:07","1","undefined","never-rated"
"Nemesea","Uprise","No More (Alternate Version)","3:23","1","undefined","never-rated"
"Kanye West","The Life of Pablo","No More Parties In LA","6:02","1","0","not-rated"
